conversation_id,tweet_id,text,cluster_hint,stratum,intent,is_ambiguous,is_multi_intent,notes
2311195,2311195,It was supposed to be a gift for someone and you messed up.,0,normal,general_complaint,N,N,
117915,117915,when you say an attempt was made to deliver an item &amp; we've been home all day what do you call such a statement?,0,normal,delivery_delay_or_missing,N,N,[relabeled from lost_or_stolen_package: delivery-attempt dispute -> delay]
2536349,2536349,"Not able to recharge my phone number with Rs.448 recharge,everytime I am recharging using Amazon it is giving that recharge failed,have tried it 5 or 6 times but transaction failing again and again,sort this out.",0,normal,payment_or_gift_card_issue,Y,N,
2838540,2838540,"With the loss of customer centricity, is beginning to lose my loyalty of more than 10 years. Highly disappointed with recent experiences with , its cutomer service and policies.. :(",0,normal,general_complaint,N,N,
1080321,1080321,Poor services from the support and products department would led to the downfall of your store for sure. values,0,normal,general_complaint,Y,N,
249971,249971,what is going on,0,short,delivery_delay_or_missing,Y,N,
172250,172250,why are your drivers so lazy?,0,short,general_complaint,Y,N,
1693687,1693687,you have a packaging problem.,0,short,general_complaint,Y,N,
384120,384120,pathetic service provider.,0,short,general_complaint,N,N,
813276,813276,Can I get a free trial?,0,short,availability_or_eligibility_query,Y,N,[relabeled from not_support_related: subscription-trial eligibility question]
1582715,1582715,do you deliver in uae ?thanks,0,short,availability_or_eligibility_query,N,Y,[relabeled from insufficient_context: shipping-eligibility question]
1237602,1237602,so pissed at right now!,0,short,general_complaint,Y,N,
150471,150471,When Is Next Flash Sale ??,0,short,availability_or_eligibility_query,Y,N,"[relabeled from insufficient_context: promo-timing question, brief]"
2752377,2752377,Seriously ! WTF?,0,short,general_complaint,Y,N,
2924631,2924631,", you break my heart :'(",0,short,general_complaint,Y,N,
2303345,2303345,#firestick is a piece of shit,0,short,device_or_app_technical,N,N,
2269169,2269169,poor service provider.,0,short,general_complaint,N,N,
841788,841788,When sends you crappy knockoff headphones despite being the listed seller 😒😒😒😒😒,0,noisy,general_complaint,Y,N,
2901070,2901070,Ughhh Amazon .. why am i paying for prime if there is always a freaking delay ???🤦🏾‍♀️🤦🏾‍♀️😖,0,noisy,delivery_delay_or_missing,Y,N,
2541020,2541020,Getting really annoyed being passed between and the 'third party' company who're claiming I haven't ordered with them😡,0,noisy,website_or_app_ux,Y,N,
2831681,2831681,RHT dvd disc still defective... Why oh why oh why oh why 😥💔😢💔😭💔 Willing to wait...more for 💘💙,0,noisy,wrong_or_damaged_item,N,N,
1241777,1241777,my remote now does work with the stick after so many tries!!! 😭😭😭,0,noisy,device_or_app_technical,Y,N,
2970625,2970625,Amazon took forever to ship my order 🤦🏾‍♂️,0,noisy,delivery_delay_or_missing,N,N,
1232167,1232167,When you order an Amazon parcel and only receive the packaging😕,0,noisy,wrong_or_damaged_item,N,N,
2808940,2808940,Where is Suits Season 7?? The entire season has been out so long ago.... Even season 6 catalogue is incomplete in prime video!!😒,0,noisy,availability_or_eligibility_query,Y,N,[relabeled from device_or_app_technical: core ask is content availability; complaint tone secondary]
2875594,2875594,"over here messing up people’s #Christmas #christmasgifts. Not only was it not in an amazon box, it was out in the open for everyone to see, including the person the gift it was for, and they saw it before I cpuld wwrap it! Ya’ll 🤬up! When we start doing this!",0,noisy,delivery_delay_or_missing,N,N,[relabeled from lost_or_stolen_package: misdelivery/exposure now covered by broadened delay definition]
1205446,1205446,6th generation Kindle Paperwhite’s latest firmware update 5.8.11 has made it buggy. 😔,0,noisy,device_or_app_technical,N,N,
358777,358777,How useless is. Apparently my order was undeliverable despite no one having buzzed or called me. No Irn Bru for me 😞,0,noisy,delivery_delay_or_missing,N,N,
458892,458892,bro what's going on? This NEVER happens. The only reason I bought it from prime is because I needed it yesterday 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🙄,0,noisy,delivery_delay_or_missing,N,N,
2353839,2353839,Incase anyone is losing sleep over this matter... still not heard back from and it’s been over a week 🙈,0,noisy,customer_service_quality,N,N,
680427,680427,"guys, if I ask you to send me all of my order in 1 box, I expect you to abide by this and SEND EVERYTHING IN 1 GODBLESSED BOX!!!!! 🙃",0,noisy,general_complaint,N,N,"[relabeled from lost_or_stolen_package: packaging-consolidation preference, not loss]"
2964117,2964117,"Come on gift me at least once in any of your contest #AmazonPayQuiz ,let this prime subscription worth it.☺️",0,noisy,subscription_or_membership,N,N,
839423,839423,absolute BS - awake since 8.30 am haven't see or heard anyone at the house 😤,0,noisy,delivery_delay_or_missing,N,N,
2835648,2835648,What a Monday!! 30 kins of my life wasted! Talking to that does not do Any Service! 😠😠😠,0,noisy,customer_service_quality,N,N,
2151961,2151961,really disappointed for not supporting a loyal customer. OnePlus Adapter is not present on Amazon by OnePlus . Then also saying to buy from amazon. Should I buy a duplicate charger or should not,0,multi_intent,wrong_or_damaged_item,N,N,
2398926,2398926,A friend has returned his order and is yet to get his refund. It's been more than a month. Care to assist?,0,multi_intent,return_or_refund,N,N,
2311476,2311476,Amazon is not giving satisfactory answer to that one of my order for purchase of mob one plus 5. Nither the amount of rs30627/- is being refunded nor mob is delivered. Will the owner of the Co see to it and issue instructions to the concerned to decide the issue,0,multi_intent,delivery_delay_or_missing,N,N,
1185775,1185775,"Hi there, I cancelled my WaPo subscription (through Amazon Pay) last month but was still charged this month. Can you assist?",0,multi_intent,subscription_or_membership,N,N,
827076,827076,"Dear I ordered my 5 on Sunday, and was told it'll be here on Monday! It's #Friday13th already and still no communication! Should I cancel the order? I expected better of u guys!",0,multi_intent,delivery_delay_or_missing,N,N,
2864742,2864742,"Amazon requests an authorisation for the total amount of an order, but sometimes when the charge is due the bank issues us with additional funds... From Amazon rep to explain overcharge!!!",0,multi_intent,payment_or_gift_card_issue,N,N,
2551052,2551052,"Received damaged LP, wish to exchange for another copy - but website will only allow me to exchange for ANOTHER item? How does that work? I wasnt to receive the item I ordered in new condition!",0,multi_intent,wrong_or_damaged_item,N,N,
179831,179831,I ordered on July 25th. I still do not receive anything and you already charged me. It doesn't let me cancel. Unacceptable. 😡😡😡,0,multi_intent,delivery_delay_or_missing,N,N,
602290,602290,"hi, I ordered and item and I have received 2 but they have come from separate places? Is there any chance u could explain what’s happened?",0,multi_intent,wrong_or_damaged_item,N,N,
288610,288610,I have an order that want's me to revise payment settings but doesn't give me an option to do so,0,multi_intent,website_or_app_ux,Y,N,
174576,174576,hello! I have somehow been charged for a membership to American Amazon Prime despite not wanting it or clicking it - please could I be refunded ASAP? This has happened before and it was resolved very quickly then.,0,multi_intent,return_or_refund,N,N,
2284216,2284216,Hello I accidentally ordered a laptop on amazon with the one click settings. The item has shipped and says it is getting here tomorrow. How can I cancel it before it gets here? Thank you,0,multi_intent,return_or_refund,N,N,
2064405,2064405,"Amazon canceled the order again without asking, Shameless",0,low_context,payment_or_gift_card_issue,Y,N,
379455,379455,at its worst again... You people can never improve.. lairs..,0,low_context,general_complaint,N,N,
762452,762452,I forgot to cancel my amazon membership again fuck,0,low_context,subscription_or_membership,Y,N,
1056770,1056770,redmi note 4 ordered on 18 oct. still not recieved.,0,low_context,delivery_delay_or_missing,Y,N,[relabeled from order_status_or_tracking: 'still not received' = delay complaint]
2396326,2396326,order still not processed. It's over 1.5 hr,0,low_context,order_status_or_tracking,N,N,
2524387,2524387,Ordered a case from on Sunday and it’s still not here.,0,low_context,delivery_delay_or_missing,N,N,"[relabeled from order_status_or_tracking: 'still not here' = frustration framing, not neutral status check]"
965783,965783,Why is my fire stick not working 😐,0,low_context,device_or_app_technical,N,N,
35166,35166,d worst product i bought frm Amazon.not working proprly,0,low_context,general_complaint,N,N,
648488,648488,Do you have a policy against using external mailboxes?,0,low_context,availability_or_eligibility_query,Y,N,"[relabeled from delivery_delay_or_missing: policy question, not an existing order]"
2821090,2821090,again !!!! Subs aren't playing,0,low_context,general_complaint,Y,N,
1385727,1385727,Sending me a wrong product again and again.,0,low_context,wrong_or_damaged_item,N,N,
2558489,2558489,I wish STOP allowing to deliver their packages cause they never get delivered!,7,normal,delivery_delay_or_missing,N,N,[relabeled from order_status_or_tracking: 'never get delivered' = delay complaint]
708590,708590,selling duplicate products... Worst experience ever... Even not accepting return request..,20,normal,wrong_or_damaged_item,N,N,
1457973,1457973,HOW CAN YOUR DELIVERY PERSON HAND MY PACKAGE TO “SOMEONE IN THE AREA”?! Maybe I’ll hand your packages to “someone in the area.”,7,normal,delivery_delay_or_missing,Y,N,[relabeled from lost_or_stolen_package: misdelivery-to-third-party now covered by broadened delay definition]
503445,503445,I am not a very happy customer right now. Twice this week alone orders have been out on delievery to then not be delievered! Wasted a day waiting!,9,normal,delivery_delay_or_missing,Y,N,[relabeled from order_status_or_tracking: 'wasted a day waiting' = delay complaint]
505818,505818,"I keep getting delivery notifications for packages that have not yet arrived. Some arrive eventually, a few have not. Very frustrating. Still waiting on the results of their investigation into my missing package.",7,normal,delivery_delay_or_missing,Y,N,"[relabeled from order_status_or_tracking: 'very frustrating, still waiting' = delay complaint]"
1207620,1207620,: I have placed same product 4 time but status undelivered everytime. No customer care service has been solved my problem.,19,normal,customer_service_quality,Y,N,
2681326,2681326,"Is Amazon allowed to put packages in our mailbox? It's not sent via usps, it's the Amazon carrier delivering the packages that have been put there. I didn't think that was legal? I mean it's better than the middle of the driveway, but..",7,normal,availability_or_eligibility_query,Y,N,"[relabeled from delivery_delay_or_missing: policy/legality question, borderline]"
234747,234747,sending me threatening emails when it’s you who have failed to pick up your return. Still waiting for #royalmail to pick up,20,normal,return_or_refund,N,N,
1777960,1777960,Amazon delivering packages today at driveway. Didn't bother putting by front door or behind brick wall. At least they didn't get stolen. Guess they are trying to get everyone to get their home access kit installed. Glad I saw them before it was dark.,7,normal,delivery_delay_or_missing,Y,N,
907479,907479,Hey and I needed to leave my house THREE HOURS AGO but plans (and myself) held hostage waiting for pkg. Unacceptable.,9,normal,delivery_delay_or_missing,N,N,"[relabeled from order_status_or_tracking: 'unacceptable', waiting for pkg = delay complaint]"
2198958,2198958,what time are packages supposed to be delivered?,7,normal,order_status_or_tracking,N,N,
