conversation_id,tweet_id,text,cluster_hint,stratum,intent,is_ambiguous,is_multi_intent,notes
1236251,1236251,"I ordered a Fitbit Flex 2 Tracker, the parcel was unopened but the Fitbit box inside had seal broken and items missing. Can DM me?",0,normal,wrong_or_damaged_item,N,N,
1465994,1465994,Reset #AmazonEcho and tried logging in again. No Amazon Prime Music and Saavn now. Beautiful device BC. /s,0,normal,account_access_or_security,N,N,
404624,404624,when can I pre order a physical copy of a game? It comes out on Friday and only digital is available. Thanks guys,0,normal,availability_or_eligibility_query,N,N,[relabeled from general_complaint: format/pre-order availability question]
268711,268711,"so far your streaming service is fucking garbage. Connections fine during your fucking commercials, trash during game. Wtf u doing?",0,normal,general_complaint,N,N,
1479433,1479433,"Tell me why, when I updated my payment card, my pre order from June gets declined due to card details need updating!!",0,normal,payment_or_gift_card_issue,N,N,
611112,611112,"hi , nothing happenned reg my last query. ????",0,normal,general_complaint,N,N,
565845,565845,Yup I’m sure for my new $100 webcam this was a good choice for packaging options thanks,0,normal,general_complaint,N,N,
1082969,1082969,That is when I can actually retrieve what I ordered from said neighbour,0,normal,general_complaint,N,N,
801658,801658,"Hey, any chance of adding kannada movies? I would love to see.",0,normal,website_or_app_ux,N,N,
570826,570826,"I have a working debit card, but Amazon keeps denying it. I update payment, and nothing changes. What should I do???",0,normal,payment_or_gift_card_issue,N,N,
352360,352360,my order still hasn’t reached me ?!!!,0,normal,delivery_delay_or_missing,N,N,
134806,134806,When you think you’re being organised getting your student card out ready for the bus driver. But it turns out to be an amazon gift card and the driver looks at you like ur an actual thumb,0,normal,not_support_related,N,N,
96708,96708,My only issue is gets confused when i ask her to play ... FIX THIS!!!,0,normal,device_or_app_technical,N,N,
256661,256661,Hey do you give sponsorships to college fests?,0,normal,not_support_related,N,N,
2549041,2549041,sold me a junk Nokia mobile &amp; should take it back. No record of this sale on its shopping website?,0,normal,wrong_or_damaged_item,N,N,
2671623,2671623,you have turned terrible in your services,0,normal,general_complaint,N,N,
1616375,1616375,When is Iphone X expected on ?,0,normal,availability_or_eligibility_query,N,N,[relabeled from general_complaint: product-availability timing question]
723944,723944,no speed change for video player? any plans to bring the feature in?,0,normal,how_to_or_feature_question,N,N,[relabeled from device_or_app_technical: feature-request question]
2384363,2384363,Different prices? Different discounts? Feels like a glitch or a bug,0,normal,website_or_app_ux,N,N,
2319934,2319934,", please sort out your wasteful packaging. This is completely unnecessary for what is some tiny batteries.",0,normal,general_complaint,N,N,
1838844,1838844,i did recharge with amazonpay for jio but I didn't get cashback offer 101,0,normal,payment_or_gift_card_issue,N,N,
1105744,1105744,you guys should go back &amp; check Customer Q &amp; A section of laptop category. This promo link is redirecting to !,0,normal,insufficient_context,N,N,
809422,809422,"please stop digital services charging me for gifted Kindle music, your CSRs say get lost.",0,normal,insufficient_context,N,N,
415106,415106,try to hire people who can drive. Your driver broke our mailbox! Please fix this ASAP! #Fail #,0,normal,general_complaint,N,N,
1439764,1439764,oh how you have shafted me with you lies and rip off #primedelivery,0,normal,general_complaint,N,N,"[relabeled from lost_or_stolen_package: too vague, no package-specific content]"
2378510,2378510,Cancel this product before one week.. no one come to collect.. worst experience get from Amazon #AmazonIndia,0,normal,return_or_refund,N,N,
2339059,2339059,Yes. Always have. Been reviewing for many years. Now all my reviews have been removed. Prime member with verified purchases.,0,normal,general_complaint,N,N,
2530484,2530484,"your executives are so unprofessional telling me that it will take an year to reach me, that is the training you give to them?",0,normal,general_complaint,N,N,
1150864,1150864,Is there a way to pre-order Mario Odyssey in the digital download version and get the Prime member discount?,0,normal,availability_or_eligibility_query,N,N,[relabeled from not_support_related: pre-order eligibility + discount question]
2311195,2311195,It was supposed to be a gift for someone and you messed up.,0,normal,general_complaint,N,N,
269152,269152,The audio on my #ThursdayNightFootball stream is terrible.,0,normal,device_or_app_technical,N,N,
437959,437959,How long do really think it takes someone to read a book? I have spam asking me to review a book within a week of purchase...,0,normal,insufficient_context,N,N,
382290,382290,Ordered BGR 34 Blood glucose metabolisor and u sent BGR 34 carbohydrate metabolisor. Pl exchange.,0,normal,wrong_or_damaged_item,N,N,
117915,117915,when you say an attempt was made to deliver an item &amp; we've been home all day what do you call such a statement?,0,normal,delivery_delay_or_missing,N,N,[relabeled from lost_or_stolen_package: delivery-attempt dispute -> delay]
2536349,2536349,"Not able to recharge my phone number with Rs.448 recharge,everytime I am recharging using Amazon it is giving that recharge failed,have tried it 5 or 6 times but transaction failing again and again,sort this out.",0,normal,payment_or_gift_card_issue,Y,N,
1500743,1500743,I didn’t receive a Permanent weapon unlock token or 2xp for WW2 and I preordered from Amazon?,0,normal,wrong_or_damaged_item,Y,N,"[relabeled from lost_or_stolen_package: digital preorder bonus, not a physical package]"
2838540,2838540,"With the loss of customer centricity, is beginning to lose my loyalty of more than 10 years. Highly disappointed with recent experiences with , its cutomer service and policies.. :(",0,normal,general_complaint,N,N,
1310943,1310943,What is the time frame turnaround for 's gift card department to reply about a damaged gift card? Sent photos of card and receipt,0,normal,insufficient_context,Y,N,
1080321,1080321,Poor services from the support and products department would led to the downfall of your store for sure. values,0,normal,general_complaint,Y,N,
1156750,1156750,is this a joke?,0,short,insufficient_context,N,N,
249971,249971,what is going on,0,short,delivery_delay_or_missing,Y,N,
172250,172250,why are your drivers so lazy?,0,short,general_complaint,Y,N,
1693687,1693687,you have a packaging problem.,0,short,general_complaint,Y,N,
2539651,2539651,Seriously #packagingoverkill,0,short,general_complaint,N,N,
1049128,1049128,... Really!?,0,short,insufficient_context,Y,N,
2553881,2553881,Why am I not surprised. /cc,0,short,insufficient_context,Y,N,
384120,384120,pathetic service provider.,0,short,general_complaint,N,N,
1608595,1608595,pls respond to DM. :),0,short,insufficient_context,Y,N,
781640,781640,No more feeling kind of sad 🤑,0,short,insufficient_context,Y,N,
813276,813276,Can I get a free trial?,0,short,availability_or_eligibility_query,Y,N,[relabeled from not_support_related: subscription-trial eligibility question]
422328,422328,#apptreasurehunt Omg!,0,short,insufficient_context,Y,N,
1582715,1582715,do you deliver in uae ?thanks,0,short,availability_or_eligibility_query,N,Y,[relabeled from insufficient_context: shipping-eligibility question]
1508615,1508615,. packaging reminds me of 🤔,0,short,general_complaint,Y,N,
1237602,1237602,so pissed at right now!,0,short,general_complaint,Y,N,
483110,483110,Do you deliver to Turkey?,0,short,availability_or_eligibility_query,Y,N,"[relabeled from delivery_delay_or_missing: shipping-eligibility question, not an existing order]"
1374545,1374545,Where is my uno cards,0,short,insufficient_context,Y,N,
150471,150471,When Is Next Flash Sale ??,0,short,availability_or_eligibility_query,Y,N,"[relabeled from insufficient_context: promo-timing question, brief]"
616941,616941,Food!!!,0,short,not_support_related,N,N,
2752377,2752377,Seriously ! WTF?,0,short,general_complaint,Y,N,
836188,836188,Where do I buy this?,0,short,availability_or_eligibility_query,N,N,[relabeled from general_complaint: where-to-buy availability question]
930389,930389,Does actually exist?,0,short,insufficient_context,Y,N,
563006,563006,is the best! 👍👏🙌,0,short,not_support_related,N,N,
2924631,2924631,", you break my heart :'(",0,short,general_complaint,Y,N,
2303345,2303345,#firestick is a piece of shit,0,short,device_or_app_technical,N,N,
280925,280925,where is my pt,0,short,insufficient_context,Y,N,
1766844,1766844,"I really hope so,",0,short,not_support_related,N,N,
2269169,2269169,poor service provider.,0,short,general_complaint,N,N,
503387,503387,. uhhh what?,0,short,not_support_related,N,N,
58091,58091,What does this mean?,0,short,insufficient_context,N,N,
841788,841788,When sends you crappy knockoff headphones despite being the listed seller 😒😒😒😒😒,0,noisy,general_complaint,Y,N,
2901070,2901070,Ughhh Amazon .. why am i paying for prime if there is always a freaking delay ???🤦🏾‍♀️🤦🏾‍♀️😖,0,noisy,delivery_delay_or_missing,Y,N,
1166657,1166657,you guys should seriously consider debarring sellers charging prices more than mrp. Bought a book for 399 having mrp only 300 🤕,0,noisy,payment_or_gift_card_issue,N,N,
532516,532516,"My two girls in the zone this morning, #looseparts play with discarded packaging. A hive of activity, created puppets and Pokemon characters so far. 👍 #creativeplay #problemsolving #somanybenefits",0,noisy,not_support_related,N,N,
2541020,2541020,Getting really annoyed being passed between and the 'third party' company who're claiming I haven't ordered with them😡,0,noisy,website_or_app_ux,Y,N,
798717,798717,Thank you for the lovely baby box. What a nice gesture for expecting parents! 🍼👶🏼💓,0,noisy,not_support_related,N,N,
2831681,2831681,RHT dvd disc still defective... Why oh why oh why oh why 😥💔😢💔😭💔 Willing to wait...more for 💘💙,0,noisy,wrong_or_damaged_item,N,N,
2682205,2682205,not sure if I am humoured or plain disappointed. 🤔,0,noisy,insufficient_context,N,N,
373966,373966,. when u sign up for #subscribeandsave and your stuff NEVER COMES. 😡 Wife.Not.Happy 🙈🙉,0,noisy,general_complaint,N,N,
1241777,1241777,my remote now does work with the stick after so many tries!!! 😭😭😭,0,noisy,device_or_app_technical,Y,N,
2970625,2970625,Amazon took forever to ship my order 🤦🏾‍♂️,0,noisy,delivery_delay_or_missing,N,N,
1232167,1232167,When you order an Amazon parcel and only receive the packaging😕,0,noisy,wrong_or_damaged_item,N,N,
1574304,1574304,Alexa has problem in finding artists whose name has a Dr. in it for music. Any idea why? Ex Dr. Rajkumar 😬,0,noisy,device_or_app_technical,Y,N,
2808940,2808940,Where is Suits Season 7?? The entire season has been out so long ago.... Even season 6 catalogue is incomplete in prime video!!😒,0,noisy,availability_or_eligibility_query,Y,N,[relabeled from device_or_app_technical: core ask is content availability; complaint tone secondary]
2875594,2875594,"over here messing up people’s #Christmas #christmasgifts. Not only was it not in an amazon box, it was out in the open for everyone to see, including the person the gift it was for, and they saw it before I cpuld wwrap it! Ya’ll 🤬up! When we start doing this!",0,noisy,delivery_delay_or_missing,N,N,[relabeled from lost_or_stolen_package: misdelivery/exposure now covered by broadened delay definition]
1205446,1205446,6th generation Kindle Paperwhite’s latest firmware update 5.8.11 has made it buggy. 😔,0,noisy,device_or_app_technical,N,N,
358777,358777,How useless is. Apparently my order was undeliverable despite no one having buzzed or called me. No Irn Bru for me 😞,0,noisy,delivery_delay_or_missing,N,N,
1350240,1350240,I have a locker to the right of this pic. Rubbish way to leave a parcel😡,0,noisy,delivery_delay_or_missing,N,N,
2591309,2591309,this was totally unnecessary packaging. Ever heard of a mailing envelop📬? Not even fragile!,0,noisy,general_complaint,N,N,
458892,458892,bro what's going on? This NEVER happens. The only reason I bought it from prime is because I needed it yesterday 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🙄,0,noisy,delivery_delay_or_missing,N,N,
2353839,2353839,Incase anyone is losing sleep over this matter... still not heard back from and it’s been over a week 🙈,0,noisy,customer_service_quality,N,N,
1251957,1251957,i'm very pleased with your service.That was really great from your side. Never expected that u will reply in middle of night.🤗🤗🤗,0,noisy,not_support_related,N,N,
2669258,2669258,Tickets for Peter Kay in Leeds sorted! Thank you was so quick and easy 👍🏼🙌🏼,0,noisy,not_support_related,N,N,
680427,680427,"guys, if I ask you to send me all of my order in 1 box, I expect you to abide by this and SEND EVERYTHING IN 1 GODBLESSED BOX!!!!! 🙃",0,noisy,general_complaint,N,N,"[relabeled from lost_or_stolen_package: packaging-consolidation preference, not loss]"
602328,602328,Tonight I'm helping with the Christmas order 😺,0,noisy,not_support_related,N,N,
2964117,2964117,"Come on gift me at least once in any of your contest #AmazonPayQuiz ,let this prime subscription worth it.☺️",0,noisy,subscription_or_membership,N,N,
839423,839423,absolute BS - awake since 8.30 am haven't see or heard anyone at the house 😤,0,noisy,delivery_delay_or_missing,N,N,
74690,74690,you get some slack about packaging.. but we love the packaging you send your parcels in! Almost as good as the item we actually ordered 😂 #keepupthegoodwork #recycle,0,noisy,not_support_related,N,N,
1645710,1645710,Pumpkin spice &amp; everything nice - make your own here. #PSL 🍂,0,noisy,not_support_related,N,N,
2835648,2835648,What a Monday!! 30 kins of my life wasted! Talking to that does not do Any Service! 😠😠😠,0,noisy,customer_service_quality,N,N,
2059479,2059479,OMG I ORDERED A CHARGER FOR MY PHONE LAST WEEK ON THURSDAY AND I STILL HAVENT GOTTEN IT,0,multi_intent,delivery_delay_or_missing,N,N,
1266464,1266464,In shock &amp; trauma! Fake order processed and charged &amp; Payment processed from closed credit card without owners consent,0,multi_intent,payment_or_gift_card_issue,N,N,
2151961,2151961,really disappointed for not supporting a loyal customer. OnePlus Adapter is not present on Amazon by OnePlus . Then also saying to buy from amazon. Should I buy a duplicate charger or should not,0,multi_intent,wrong_or_damaged_item,N,N,
2398926,2398926,A friend has returned his order and is yet to get his refund. It's been more than a month. Care to assist?,0,multi_intent,return_or_refund,N,N,
616999,616999,Really disappointed with ordered 2 things on prime on the 20th and now they are saying I might not get them till the end of the week!! #notimpressed #CustomerExperience #sucks #whatsthepointwithprime,0,multi_intent,delivery_delay_or_missing,N,N,
578414,578414,"I accidentally ordered 2 of the same item, but cancelled one straight away, hopefully I’ll only get charged for the one",0,multi_intent,payment_or_gift_card_issue,N,N,
2883416,2883416,"- Beware of AmazonUK - fraud alert - they take your order but then try to get you to cancel. Something wrong with Amazon UK - must be fraud, otherwise they cannot be trusted. AVOID",0,multi_intent,customer_service_quality,N,N,
2311476,2311476,Amazon is not giving satisfactory answer to that one of my order for purchase of mob one plus 5. Nither the amount of rs30627/- is being refunded nor mob is delivered. Will the owner of the Co see to it and issue instructions to the concerned to decide the issue,0,multi_intent,delivery_delay_or_missing,N,N,
2611559,2611559,sir it is utter disappointment to see your pathetic services that you send another item that is not ordered by us and send our order i.e 2 tablets to someone else and no actions have been taken yet,0,multi_intent,wrong_or_damaged_item,N,N,
1185775,1185775,"Hi there, I cancelled my WaPo subscription (through Amazon Pay) last month but was still charged this month. Can you assist?",0,multi_intent,subscription_or_membership,N,N,
827076,827076,"Dear I ordered my 5 on Sunday, and was told it'll be here on Monday! It's #Friday13th already and still no communication! Should I cancel the order? I expected better of u guys!",0,multi_intent,delivery_delay_or_missing,N,N,
2864742,2864742,"Amazon requests an authorisation for the total amount of an order, but sometimes when the charge is due the bank issues us with additional funds... From Amazon rep to explain overcharge!!!",0,multi_intent,payment_or_gift_card_issue,N,N,
2551052,2551052,"Received damaged LP, wish to exchange for another copy - but website will only allow me to exchange for ANOTHER item? How does that work? I wasnt to receive the item I ordered in new condition!",0,multi_intent,wrong_or_damaged_item,N,N,
179831,179831,I ordered on July 25th. I still do not receive anything and you already charged me. It doesn't let me cancel. Unacceptable. 😡😡😡,0,multi_intent,delivery_delay_or_missing,N,N,
602290,602290,"hi, I ordered and item and I have received 2 but they have come from separate places? Is there any chance u could explain what’s happened?",0,multi_intent,wrong_or_damaged_item,N,N,
288610,288610,I have an order that want's me to revise payment settings but doesn't give me an option to do so,0,multi_intent,website_or_app_ux,Y,N,
224834,224834,#patheticservicebyamazon it's more thn 1month &amp; numerous follow up HV not received my order nor u guys are refunding.. loyalty lost,0,multi_intent,delivery_delay_or_missing,N,N,
2663802,2663802,Shout-out to for making gift shopping so easy! All gifts have been ordered and are being gift wrapped for me!,0,multi_intent,not_support_related,N,N,
174576,174576,hello! I have somehow been charged for a membership to American Amazon Prime despite not wanting it or clicking it - please could I be refunded ASAP? This has happened before and it was resolved very quickly then.,0,multi_intent,return_or_refund,N,N,
2284216,2284216,Hello I accidentally ordered a laptop on amazon with the one click settings. The item has shipped and says it is getting here tomorrow. How can I cancel it before it gets here? Thank you,0,multi_intent,return_or_refund,N,N,
2064405,2064405,"Amazon canceled the order again without asking, Shameless",0,low_context,payment_or_gift_card_issue,Y,N,
797510,797510,I am never pre-ordering anything from ever again. Fuck that.,0,low_context,general_complaint,Y,N,"[relabeled from order_status_or_tracking: pure rant, zero status content]"
379455,379455,at its worst again... You people can never improve.. lairs..,0,low_context,general_complaint,N,N,
2939162,2939162,Seriously my stuff on the street again!? 😐,0,low_context,insufficient_context,N,N,
762452,762452,I forgot to cancel my amazon membership again fuck,0,low_context,subscription_or_membership,Y,N,
2719467,2719467,this offer is not working after checking out ?,0,low_context,insufficient_context,Y,N,
1056770,1056770,redmi note 4 ordered on 18 oct. still not recieved.,0,low_context,delivery_delay_or_missing,Y,N,[relabeled from order_status_or_tracking: 'still not received' = delay complaint]
2396326,2396326,order still not processed. It's over 1.5 hr,0,low_context,order_status_or_tracking,N,N,
1612058,1612058,Hahahaha ...happy to see sorry message again,0,low_context,insufficient_context,N,N,
2812778,2812778,Amazon Logistics strikes again!,0,low_context,delivery_delay_or_missing,Y,N,
1113580,1113580,I m going to file a case against you guys.,0,low_context,general_complaint,Y,N,
2897510,2897510,my kindle not working is the last f*cking straw.,0,low_context,device_or_app_technical,Y,N,
2524387,2524387,Ordered a case from on Sunday and it’s still not here.,0,low_context,delivery_delay_or_missing,N,N,"[relabeled from order_status_or_tracking: 'still not here' = frustration framing, not neutral status check]"
965783,965783,Why is my fire stick not working 😐,0,low_context,device_or_app_technical,N,N,
1257489,1257489,Saying this again... I LOVE #specificallyPRIME ❤️,0,low_context,not_support_related,N,N,
35166,35166,d worst product i bought frm Amazon.not working proprly,0,low_context,general_complaint,N,N,
648488,648488,Do you have a policy against using external mailboxes?,0,low_context,availability_or_eligibility_query,Y,N,"[relabeled from delivery_delay_or_missing: policy question, not an existing order]"
2821090,2821090,again !!!! Subs aren't playing,0,low_context,general_complaint,Y,N,
360684,360684,Hey think you’ve overdone it with the packaging again....👍,0,low_context,general_complaint,Y,N,
1385727,1385727,Sending me a wrong product again and again.,0,low_context,wrong_or_damaged_item,N,N,
2558489,2558489,I wish STOP allowing to deliver their packages cause they never get delivered!,7,normal,delivery_delay_or_missing,N,N,[relabeled from order_status_or_tracking: 'never get delivered' = delay complaint]
708590,708590,selling duplicate products... Worst experience ever... Even not accepting return request..,20,normal,wrong_or_damaged_item,N,N,
1457973,1457973,HOW CAN YOUR DELIVERY PERSON HAND MY PACKAGE TO “SOMEONE IN THE AREA”?! Maybe I’ll hand your packages to “someone in the area.”,7,normal,delivery_delay_or_missing,Y,N,[relabeled from lost_or_stolen_package: misdelivery-to-third-party now covered by broadened delay definition]
503445,503445,I am not a very happy customer right now. Twice this week alone orders have been out on delievery to then not be delievered! Wasted a day waiting!,9,normal,delivery_delay_or_missing,Y,N,[relabeled from order_status_or_tracking: 'wasted a day waiting' = delay complaint]
505818,505818,"I keep getting delivery notifications for packages that have not yet arrived. Some arrive eventually, a few have not. Very frustrating. Still waiting on the results of their investigation into my missing package.",7,normal,delivery_delay_or_missing,Y,N,"[relabeled from order_status_or_tracking: 'very frustrating, still waiting' = delay complaint]"
1207620,1207620,: I have placed same product 4 time but status undelivered everytime. No customer care service has been solved my problem.,19,normal,customer_service_quality,Y,N,
2681326,2681326,"Is Amazon allowed to put packages in our mailbox? It's not sent via usps, it's the Amazon carrier delivering the packages that have been put there. I didn't think that was legal? I mean it's better than the middle of the driveway, but..",7,normal,availability_or_eligibility_query,Y,N,"[relabeled from delivery_delay_or_missing: policy/legality question, borderline]"
311890,311890,"even after customer gives receipt of courier which is as clear as it gets, your customer care tells that it is not clear. #fraud",19,normal,customer_service_quality,Y,N,
1372750,1372750,Dear Are you waiting for me to go legal?,9,normal,general_complaint,N,N,
2922493,2922493,Very disappointed with - so far I have 3 orders that have not been delivered as promised. Current status is unexpected delay with no further explanation,23,normal,delivery_delay_or_missing,Y,N,[relabeled from order_status_or_tracking: 'unexpected delay' stated explicitly]
2580480,2580480,The Ultra Sun and Ultra Moon Steelbook Dual Pack I ordered from you all hasn't shipped yet. I want to keep trusting you but with the experiences I've had with pre-orders from you this year is a bit too much.,23,normal,order_status_or_tracking,N,N,
288975,288975,#KEYoneAppQuiz eagerly waiting to be lucky one. #amazonprime,9,normal,not_support_related,N,N,
234747,234747,sending me threatening emails when it’s you who have failed to pick up your return. Still waiting for #royalmail to pick up,20,normal,return_or_refund,N,N,
1129431,1129431,bunch of liars sitting at customer care..don't buy big electronic products from amazon,19,normal,insufficient_context,N,N,
1777960,1777960,Amazon delivering packages today at driveway. Didn't bother putting by front door or behind brick wall. At least they didn't get stolen. Guess they are trying to get everyone to get their home access kit installed. Glad I saw them before it was dark.,7,normal,delivery_delay_or_missing,Y,N,
1325780,1325780,"4 calls, 7 customer care re-some-abruptly-end-call-ps, 3 conversations thru the website, Issue still being unresolved. *sobs* :(",19,normal,customer_service_quality,N,N,
179935,179935,Package is in same city.called customer care two times. No use! dumb service. Please reply.,19,normal,delivery_delay_or_missing,N,N,"[relabeled from lost_or_stolen_package: package stuck, not lost]"
907479,907479,Hey and I needed to leave my house THREE HOURS AGO but plans (and myself) held hostage waiting for pkg. Unacceptable.,9,normal,delivery_delay_or_missing,N,N,"[relabeled from order_status_or_tracking: 'unacceptable', waiting for pkg = delay complaint]"
2198958,2198958,what time are packages supposed to be delivered?,7,normal,order_status_or_tracking,N,N,
2495073,2495073,#AmazonPayQuiz waiting for the result,9,normal,not_support_related,N,N,
